case_id,case_type,top_k,coverage,all_required_terms_present,missing_terms_json,retrieved_chunk_ids,retrieved_chunk_titles,question
resp_exp_020,strongest_promoted_by_target,5,1.000,True,[],"[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 5""]","Among promoted typed edges for the rsv hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_020,strongest_promoted_by_target,7,1.000,True,[],"[""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","Among promoted typed edges for the rsv hospitalization target, which candidate has the strongest Pearson correlation? Return the exact candidate, target, lag, r, paired_weeks, evidence_status, and edge_type."
resp_exp_021,leading_indicator_by_target,1,0.571,False,"[""RSV test positivity"", ""r=0.611619"", ""paired_weeks=148""]","[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]",Which promoted candidate is a LEADING_INDICATOR_FOR the influenza hospitalization target? Return the exact binding.
resp_exp_021,leading_indicator_by_target,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1""]",Which promoted candidate is a LEADING_INDICATOR_FOR the influenza hospitalization target? Return the exact binding.
resp_exp_021,leading_indicator_by_target,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3""]",Which promoted candidate is a LEADING_INDICATOR_FOR the influenza hospitalization target? Return the exact binding.
resp_exp_021,leading_indicator_by_target,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5""]",Which promoted candidate is a LEADING_INDICATOR_FOR the influenza hospitalization target? Return the exact binding.
resp_exp_021,leading_indicator_by_target,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_final_constraints"", ""resp_exp_text_chunk_001_methods""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5"", ""Interpretation constraints"", ""Respiratory expansion screening method notes""]",Which promoted candidate is a LEADING_INDICATOR_FOR the influenza hospitalization target? Return the exact binding.
resp_exp_022,leading_indicator_by_target,1,1.000,True,[],"[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]",Which promoted candidate is a LEADING_INDICATOR_FOR the covid hospitalization target? Return the exact binding.
resp_exp_022,leading_indicator_by_target,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1""]",Which promoted candidate is a LEADING_INDICATOR_FOR the covid hospitalization target? Return the exact binding.
resp_exp_022,leading_indicator_by_target,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3""]",Which promoted candidate is a LEADING_INDICATOR_FOR the covid hospitalization target? Return the exact binding.
resp_exp_022,leading_indicator_by_target,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5""]",Which promoted candidate is a LEADING_INDICATOR_FOR the covid hospitalization target? Return the exact binding.
resp_exp_022,leading_indicator_by_target,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_final_constraints"", ""resp_exp_text_chunk_001_methods""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5"", ""Interpretation constraints"", ""Respiratory expansion screening method notes""]",Which promoted candidate is a LEADING_INDICATOR_FOR the covid hospitalization target? Return the exact binding.
resp_exp_023,leading_indicator_by_target,1,0.429,False,"[""RSV test positivity"", ""lag=2"", ""r=0.963308"", ""paired_weeks=192""]","[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]",Which promoted candidate is a LEADING_INDICATOR_FOR the rsv hospitalization target? Return the exact binding.
resp_exp_023,leading_indicator_by_target,2,0.571,False,"[""lag=2"", ""r=0.963308"", ""paired_weeks=192""]","[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1""]",Which promoted candidate is a LEADING_INDICATOR_FOR the rsv hospitalization target? Return the exact binding.
resp_exp_023,leading_indicator_by_target,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3""]",Which promoted candidate is a LEADING_INDICATOR_FOR the rsv hospitalization target? Return the exact binding.
resp_exp_023,leading_indicator_by_target,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5""]",Which promoted candidate is a LEADING_INDICATOR_FOR the rsv hospitalization target? Return the exact binding.
resp_exp_023,leading_indicator_by_target,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_final_constraints"", ""resp_exp_text_chunk_001_methods""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5"", ""Interpretation constraints"", ""Respiratory expansion screening method notes""]",Which promoted candidate is a LEADING_INDICATOR_FOR the rsv hospitalization target? Return the exact binding.
resp_exp_024,concurrent_indicator_discrimination,1,0.857,False,"[""r=0.926193""]","[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]","For target 'FluSurv-NET influenza hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_024,concurrent_indicator_discrimination,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1""]","For target 'FluSurv-NET influenza hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_024,concurrent_indicator_discrimination,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3""]","For target 'FluSurv-NET influenza hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_024,concurrent_indicator_discrimination,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5""]","For target 'FluSurv-NET influenza hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_024,concurrent_indicator_discrimination,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","For target 'FluSurv-NET influenza hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_025,concurrent_indicator_discrimination,1,1.000,True,[],"[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]","For target 'COVID-NET COVID-19 hospitalization rate', identify the promoted concurrent indicator involving 'Wastewater SARS-CoV-2 viral activity'. Return the exact binding."
resp_exp_025,concurrent_indicator_discrimination,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4""]","For target 'COVID-NET COVID-19 hospitalization rate', identify the promoted concurrent indicator involving 'Wastewater SARS-CoV-2 viral activity'. Return the exact binding."
resp_exp_025,concurrent_indicator_discrimination,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3""]","For target 'COVID-NET COVID-19 hospitalization rate', identify the promoted concurrent indicator involving 'Wastewater SARS-CoV-2 viral activity'. Return the exact binding."
resp_exp_025,concurrent_indicator_discrimination,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_001_methods""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Respiratory expansion screening method notes""]","For target 'COVID-NET COVID-19 hospitalization rate', identify the promoted concurrent indicator involving 'Wastewater SARS-CoV-2 viral activity'. Return the exact binding."
resp_exp_025,concurrent_indicator_discrimination,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Respiratory expansion screening method notes"", ""Mixed respiratory evidence memo fragment 5"", ""Interpretation constraints""]","For target 'COVID-NET COVID-19 hospitalization rate', identify the promoted concurrent indicator involving 'Wastewater SARS-CoV-2 viral activity'. Return the exact binding."
resp_exp_026,concurrent_indicator_discrimination,1,1.000,True,[],"[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]","For target 'RSV-NET RSV hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_026,concurrent_indicator_discrimination,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3""]","For target 'RSV-NET RSV hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_026,concurrent_indicator_discrimination,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1""]","For target 'RSV-NET RSV hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_026,concurrent_indicator_discrimination,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5""]","For target 'RSV-NET RSV hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_026,concurrent_indicator_discrimination,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]","For target 'RSV-NET RSV hospitalization rate', identify the promoted concurrent indicator involving 'Influenza test positivity'. Return the exact binding."
resp_exp_027,negative_control_guard,1,1.000,True,[],"[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]",What happened to the deterministic negative-control surveillance signal for target 'FluSurv-NET influenza hospitalization rate'? Return the exact binding and edge status.
resp_exp_027,negative_control_guard,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1""]",What happened to the deterministic negative-control surveillance signal for target 'FluSurv-NET influenza hospitalization rate'? Return the exact binding and edge status.
resp_exp_027,negative_control_guard,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4""]",What happened to the deterministic negative-control surveillance signal for target 'FluSurv-NET influenza hospitalization rate'? Return the exact binding and edge status.
resp_exp_027,negative_control_guard,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5""]",What happened to the deterministic negative-control surveillance signal for target 'FluSurv-NET influenza hospitalization rate'? Return the exact binding and edge status.
resp_exp_027,negative_control_guard,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]",What happened to the deterministic negative-control surveillance signal for target 'FluSurv-NET influenza hospitalization rate'? Return the exact binding and edge status.
resp_exp_028,negative_control_guard,1,0.571,False,"[""lag=2"", ""r=0.022977"", ""paired_weeks=328""]","[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]",What happened to the deterministic negative-control surveillance signal for target 'COVID-NET COVID-19 hospitalization rate'? Return the exact binding and edge status.
resp_exp_028,negative_control_guard,2,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4""]",What happened to the deterministic negative-control surveillance signal for target 'COVID-NET COVID-19 hospitalization rate'? Return the exact binding and edge status.
resp_exp_028,negative_control_guard,3,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3""]",What happened to the deterministic negative-control surveillance signal for target 'COVID-NET COVID-19 hospitalization rate'? Return the exact binding and edge status.
resp_exp_028,negative_control_guard,5,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5""]",What happened to the deterministic negative-control surveillance signal for target 'COVID-NET COVID-19 hospitalization rate'? Return the exact binding and edge status.
resp_exp_028,negative_control_guard,7,1.000,True,[],"[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]",What happened to the deterministic negative-control surveillance signal for target 'COVID-NET COVID-19 hospitalization rate'? Return the exact binding and edge status.
resp_exp_029,negative_control_guard,1,0.571,False,"[""lag=4"", ""r=0.008404"", ""paired_weeks=352""]","[""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 4""]",What happened to the deterministic negative-control surveillance signal for target 'RSV-NET RSV hospitalization rate'? Return the exact binding and edge status.
resp_exp_029,negative_control_guard,2,0.714,False,"[""r=0.008404"", ""paired_weeks=352""]","[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2""]",What happened to the deterministic negative-control surveillance signal for target 'RSV-NET RSV hospitalization rate'? Return the exact binding and edge status.
resp_exp_029,negative_control_guard,3,0.714,False,"[""r=0.008404"", ""paired_weeks=352""]","[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3""]",What happened to the deterministic negative-control surveillance signal for target 'RSV-NET RSV hospitalization rate'? Return the exact binding and edge status.
resp_exp_029,negative_control_guard,5,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5"", ""Mixed respiratory evidence memo fragment 1""]",What happened to the deterministic negative-control surveillance signal for target 'RSV-NET RSV hospitalization rate'? Return the exact binding and edge status.
resp_exp_029,negative_control_guard,7,1.000,True,[],"[""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_001_methods"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 5"", ""Mixed respiratory evidence memo fragment 1"", ""Respiratory expansion screening method notes"", ""Interpretation constraints""]",What happened to the deterministic negative-control surveillance signal for target 'RSV-NET RSV hospitalization rate'? Return the exact binding and edge status.
resp_exp_030,model_revision_guard,1,0.800,False,"[""screening evidence only"", ""COVID-19 test positivity""]","[""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 1""]","For the influenza hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_030,model_revision_guard,2,0.900,False,"[""screening evidence only""]","[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2""]","For the influenza hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_030,model_revision_guard,3,0.900,False,"[""screening evidence only""]","[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3""]","For the influenza hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_030,model_revision_guard,5,0.900,False,"[""screening evidence only""]","[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Interpretation constraints""]","For the influenza hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_030,model_revision_guard,7,1.000,True,[],"[""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_final_constraints"", ""resp_exp_text_chunk_006_memo"", ""resp_exp_text_chunk_001_methods""]","[""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 3"", ""Mixed respiratory evidence memo fragment 4"", ""Interpretation constraints"", ""Mixed respiratory evidence memo fragment 5"", ""Respiratory expansion screening method notes""]","For the influenza hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_031,model_revision_guard,1,0.800,False,"[""screening evidence only"", ""Wastewater Influenza A viral activity""]","[""resp_exp_text_chunk_003_memo""]","[""Mixed respiratory evidence memo fragment 2""]","For the covid hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_031,model_revision_guard,2,0.900,False,"[""screening evidence only""]","[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4""]","For the covid hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_031,model_revision_guard,3,0.900,False,"[""screening evidence only""]","[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_002_memo""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 1""]","For the covid hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
resp_exp_031,model_revision_guard,5,0.900,False,"[""screening evidence only""]","[""resp_exp_text_chunk_003_memo"", ""resp_exp_text_chunk_005_memo"", ""resp_exp_text_chunk_002_memo"", ""resp_exp_text_chunk_004_memo"", ""resp_exp_text_chunk_final_constraints""]","[""Mixed respiratory evidence memo fragment 2"", ""Mixed respiratory evidence memo fragment 4"", ""Mixed respiratory evidence memo fragment 1"", ""Mixed respiratory evidence memo fragment 3"", ""Interpretation constraints""]","For the covid hospitalization target, recommend one candidate signal that could be considered for a model-revision hypothesis, and name one unsupported candidate that should not be promoted. Preserve the exact binding."
